"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"37021",1.51927027027027,13.1981418918919,12.6461613116201,1.1843246005427e-29,7.01300060928959e-28,56.6233037178738
"11475",-2.02889864864865,12.6420506756757,-12.6444633828839,1.20111092631875e-29,7.05545171560977e-28,56.6093807608157
"38781",1.62185135135135,5.19997972972973,12.6439157207498,1.20657575299013e-29,7.05545171560977e-28,56.6048900688291
"48377",-2.94143243243243,9.44147297297297,-12.6239603202058,1.42355130668461e-29,8.27251305921812e-28,56.4413003457339
"16670",-2.78333108108108,10.3242804054054,-12.6159261760305,1.52152209460337e-29,8.78725970191924e-28,56.375460103663
"35293",-2.59130405405406,9.04702364864865,-12.6080609030445,1.62394237925664e-29,9.32123000019947e-28,56.3110159363008
"16133",1.50777702702703,13.319652027027,12.6029829311016,1.69369011350387e-29,9.66229554996478e-28,56.269415946558
"41314",1.13612837837838,11.5771993243243,12.5965029305363,1.78704980924826e-29,1.01331139486829e-27,56.2163375107886
"52342",-1.61422972972973,9.38828378378378,-12.5900692228718,1.88481790167062e-29,1.06231061976086e-27,56.1636463955731
"32411",-1.67656081081081,6.76513175675676,-12.5817626740442,2.01897473378781e-29,1.13110943768376e-27,56.0956289945054
"42202",-1.3332972972973,8.68994594594595,-12.5766744167094,2.10581372928326e-29,1.17273769352227e-27,56.0539709699888
"34354",-1.07354054054055,6.99238513513513,-12.5636168425392,2.34608453625517e-29,1.29881461072209e-27,55.94709076641
"29703",-2.02479054054054,12.6542128378378,-12.5355787735302,2.95836884837153e-29,1.62814699678612e-27,55.7177046961513
"6805",-0.980702702702705,7.35573648648649,-12.5319071516752,3.04954667028999e-29,1.66851220159258e-27,55.6876778621595
"43600",-1.70678378378378,6.04048648648649,-12.5225801124963,3.29396391829435e-29,1.79176316392802e-27,55.6114126463912
"35494",1.85264189189189,5.62108445945946,12.5212134734054,3.33138149676986e-29,1.80164192391785e-27,55.6002393897181
