"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"7802",-1.4982972972973,14.1087837837838,-10.7298275674551,6.16202286144569e-23,1.29264318142793e-21,41.3349438772986
"54401",-1.1887027027027,7.59158108108108,-10.7250570941786,6.39597880784551e-23,1.33871985964659e-21,41.2981373087276
"41678",-1.17377702702703,7.8565777027027,-10.7076097062688,7.32943669990108e-23,1.51712853460784e-21,41.163583491735
"49796",-1.14879729729731,9.65680405405405,-10.6942717991503,8.13338219088202e-23,1.6724378852284e-21,41.0607871388197
"35936",-2.02872297297297,6.83114527027027,-10.6920446480509,8.27592168138687e-23,1.69801586076876e-21,41.0436278235448
"39105",-1.1406081081081,8.22227027027027,-10.6840047337966,8.81147360582629e-23,1.79608163520938e-21,40.9816966482537
"28139",-1.30602702702703,8.09294594594595,-10.6595295772979,1.06633707898056e-22,2.16413225833885e-21,40.7932927092692
"35731",-1.82087837837839,7.00826351351351,-10.6509154249575,1.1403364901898e-22,2.30431710631011e-21,40.7270287551779
"48953",-1.52361486486486,8.40080743243243,-10.6451500349418,1.19269532902325e-22,2.3997543007186e-21,40.6826921117465
"51539",-1.33033108108108,10.5441385135135,-10.631452258329,1.32688156456716e-22,2.652629042327e-21,40.5773973201841
"28020",-1.13571621621621,8.26001351351351,-10.6297804609245,1.3442547203566e-22,2.68163052529985e-21,40.5645503661618
"36720",-1.13102702702703,14.3916554054054,-10.5866821595901,1.87926290499058e-22,3.67064378686679e-21,40.2336737993512
"27255",-1.79533783783784,6.21693918918919,-10.5690300044414,2.15530674916235e-22,4.16633263329813e-21,40.0983285063469
"21740",-1.04717567567568,10.5083513513514,-10.5648663097976,2.22608814925172e-22,4.2931294553028e-21,40.0664188666925
"29345",-1.10525,7.642625,-10.5646355488933,2.23007793424237e-22,4.2931294553028e-21,40.064650532216
"20106",-1.04554054054054,10.4080878378378,-10.5602344426318,2.30754774536992e-22,4.42406080034445e-21,40.0309279399167
"18465",-1.10514864864864,7.54376351351351,-10.5333526561353,2.84234440055274e-22,5.39411241614025e-21,39.8250899858073
"28156",-1.12866891891891,8.24929391891892,-10.4845748320053,4.14646686603518e-22,7.72795697183767e-21,39.45220135093
"37445",-1.02299324324324,9.29676689189189,-10.4819803700982,4.23050164294954e-22,7.86890126668706e-21,39.4323898166267
"7166",-1.32602702702703,7.41136486486486,-10.4638167899364,4.86820113123933e-22,8.98360745244086e-21,39.2937542123674
"22400",-1.60966891891892,6.64469256756757,-10.443103567912,5.71277154019531e-22,1.04188480565433e-20,39.1357932508653
"19955",-1.2119527027027,8.57185472972973,-10.4294161679538,6.34928247905172e-22,1.15571764346319e-20,39.0314911445005
"15899",-1.06406081081081,6.95909797297297,-10.425099864509,6.56427171957153e-22,1.19021950016107e-20,38.9986127343782
"61752",-1.93283783783784,7.30933108108108,-10.4205512582,6.79866867962874e-22,1.22559429993461e-20,38.963971632104
"8677",-1.03009459459459,10.0484391891892,-10.4125836170699,7.22948540229832e-22,1.29825461466225e-20,38.9033088607839
"31705",-1.91091216216217,7.74747635135135,-10.4095606672931,7.39995014437434e-22,1.32632056610664e-20,38.8802988336986
"25468",-1.32480405405405,8.81623986486487,-10.39051668239,8.56961268151887e-22,1.51850939864187e-20,38.7354116097624
"26765",-1.11649999999999,12.3691554054054,-10.3848200680134,8.95396071655796e-22,1.58361543410428e-20,38.69209558171
"55411",-1.13835135135135,7.4812027027027,-10.3804100349121,9.26323291527214e-22,1.63214326092818e-20,38.6585700879558
"18306",-1.42843243243243,8.55492567567568,-10.3763902424475,9.55438038190135e-22,1.68027787317799e-20,38.6280170266336
